doc_std_name;NumberOfPatentApplications
CHINA AVIATION LITHIUM BATTERY CO LTD;392
UNIV NORTHWEST;392
RABIZADEH SHAHROOZ;392
ZHAO DONGXU;392
WANG WENKE;392
MIYAMOTO HITOSHI;392
TAO LUO;392
LIU XIANGLI;392
TAKADA KENICHI;392
SUGIYAMA HIROAKI;392
NAGASAWA KIYOSHI;392
KANEKO MAMORU;392
BEOSEN JIANGSU FOOD SAFETY TECH CO LTD;392
YAO LIPING;392
YAMAGATA SHIGEO;392
UCHIDA SHIGERU;392
AVTOVAZ AOOT;392
SU WEI-GUO;392
YAMAMOTO SHU;392
NAGANO SHUJI;392
MATSUZAWA HIROSHI;392
JIAO ZHIWEI;392
STELPFLUG RICHARD G;392
PICKARD PAUL KENNETH;392
VNII PROTIVOPOZHARNOI OBORONY;392
ZIPPEL KG HERBERT;392
AUTOMATIC ELECTRIC INC;392
HERMANS MICHAEL ALAN;392
BAILLELY GERARD MARCEL;392
DETAG;392
QIU YONGXING;392
ZHOU QIAO;392
WANG ZHAOWEN;392
ISHIHARA KOICHI;392
GUERFI ABDELBAST;392
THEWES ROLAND;392
TAYLOR INSTRUMENT CO;392
ONDA MAMORU;392
NAKAJIMA KAORU;392
IKEDA MITSUAKI;392
METABASIS THERAPEUTICS INC;392
WIDEN BO;392
AUTOMOTIVE LIGHTING ITALIA SPA;392
GUANGZHOU PANYU CABLE WORKS CO;392
LIU JIALIANG;392
YU LIJUAN;392
MATSUZAKI TAKESHI;392
TAKEMURA KATSUYA;392
KALI VEB K;392
WANG LUPING;392
SHIMIZU MASAFUMI;392
KAWASHIMA KOJI;392
GOTO TORU;392
ZHU SHANSHAN;392
DING WEIPING;392
KAMIMURA TSUYOSHI;392
ZHOU GUANG;392
HONMA TAKESHI;392
BLANCHARD GILBERT;392
HONDA AKIRA;392
LIU CHANGWEN;392
DIGIOVANNI ANTHONY A;392
ERNST EBERHARD;392
LIU ZHILI;392
TIANJIN LISHEN BATTERY JOINT STOCK CO LTD;392
OKABE SEIJI;392
HAYASHI NORIO;392
TANAKA TADAYOSHI;392
KAWADA KEN;392
SCHNEIDER FRANZ;392
KIM TAE-YONG;392
JI YING;392
HORI MASAO;392
MORI TOMONORI;392
SEKIDO SATOSHI;392
LI JIAHUA;392
YANG PENGPENG;392
WATANABE YOSHIFUMI;392
UCHIYAMA KAORU;392
DE FOUGEROLLES ANTONIN;392
QIU KUN;392
ONAKA HIROSHI;392
PARK SUNG JOON;392
ABE YUKIKO;392
SU XIAOMING;392
PILKINGTON PERKIN ELMER LTD;392
WURM JOHANN;392
DENG XIAODONG;392
OKABE TOSHIAKI;392
MILLER JOHN A;392
OTSUKA TAKAYUKI;392
GAO XIAO;392
LEE YONG-HOON;392
KURODA TOSHIMASA;392
PARK HYO JIN;392
BAUER WALTER;392
KIM SE JIN;392
SATOH ISAO;392
GEHRING REINHOLD;392
MATSUI HIDEAKI;392
NOKIA USA INC;392
WU JUNSHENG;392
WINTER & SOHN ERNST;392
YAGI TOSHIHIKO;392
GARDNER CORNEL LEWIS;392
HONEYWELL TECHNOLOGIES SARL;392
HOWDEN JAMES & CO LTD;392
TANAKA SOICHI;392
WUHU ZHONGLI PARTS CO LTD;392
MATSUYAMA HIROSHI;392
CHEN JUNQI;392
KAMIMURA HIROSHI;392
KNEBEL JOACHIM;392
LUO ZHIHUI;392
UNIV FUKUOKA;392
DATONG POWER SUPPLY BRANCH SHANXI ELECTRIC POWER CO LTD;392
O'NEILL MARK LEONARD;392
XI CHEN;392
SHAHIDI REZA;392
MELLUL MYRIAM;392
ZHANG GUISHENG;392
GO DADDY OPERATING CO LLC;392
LI XINFA;392
AEOLIAN CO;392
KIMURA HIROTO;392
FUJIWARA MASATO;392
HUIZHOU KIMREE TECHNOLOGY CO LTD SHENZHEN BRANCH;392
MORIMOTO TAKAO;392
TANG XIAOLONG;392
LYU MIN;392
CHRYSLER MOTORS;392
IWATA NOBORU;392
XUE LIMING;392
BAILEY THOMAS F;392
KIM JUN-HO;392
JI AISHI;392
KOBAYASHI SHIGEYOSHI;392
YANG QINGHUI;392
DING XUEFENG;392
OGATA TAKESHI;392
RICHARD PHILIPPE;392
KIM EUN JI;392
AUTOMOTIVE ENERGY SUPPLY CORP;392
KOURTAKIS KOSTANTINOS;392
CHEN SHIMIN;392
HAHN MEITNER INST BERLIN GMBH;392
WANG ZILIANG;392
ODA TOMIHISA;392
GOLD STAR IND SYSTEM;392
GAO HUAN;392
NOVA CHEM INC;392
WEI XIAOLI;392
NAT TOBACCO QUALITY SUPERVISION & INSPECTION CT;392
LOHRAY VIDYA BHUSHAN;392
KIDO OSAO;392
GU BO;392
YLITALO CAROLINE M;392
YUDA YASUAKI;391
ENZO BIOCHEM INC;391
BOYS JOHN TALBOT;391
MU SHIYOU;391
BRICAUD HERVE;391
NAKADA AKIO;391
AI LI;391
LI TINGKAI;391
MAEDA MAMORU;391
YAMANAKA MASAYOSHI;391
UNIV TOKYO DENKI;391
ZHU YUFEI;391
HARA MAKOTO;391
MATSUDA MAKOTO;391
JING YONG;391
LU YANJUN;391
JONSSON ANDERS;391
HAYASHI KOKI;391
MATSUMURA SHIGERU;391
YAMAMOTO KOUJI;391
SANO KENICHI;391
FAWZI MAHDI B;391
LI ZHONGXIN;391
FUJITAKA AKIRA;391
CIDRA CORPORATE SERVICES INC;391
LIU YANPENG;391
ZOU ZHIGANG;391
STRAUB GILLES;391
LI ZHIXING;391
WANG CUICUI;391
TANABE AKIHIRO;391
TACHIBANA SEIICHIRO;391
NIWA KOICHI;391
BLUM ALBERT;391
KAWAGUCHI YOSHIHIRO;391
ZHANG WEIYING;391
KIM SE HYUN;391
HSU LOUIS L;391
SLOO DAVID;391
LEE YOUNG IL;391
HAMMOND JR JOHN HAYS;391
IRICO HEFEI LCD GLASS CO LTD;391
ANZAI MASAYASU;391
GAUTHIER THIERRY;391
LONG QUAN;391
SHU YI;391
HASEGAWA MASARU;391
THIERBACH GEORG;391
SUGON INFORMATION IND BEIJING;391
OMICRON ELECTRONICS GMBH;391
ONO HIDEYUKI;391
ZHANG XUELING;391
ZHANG MINGXIN;391
MATSUMOTO KOUICHI;391
OGINO YOSHIO;391
ZHU YANJUN;391
LI ZIJIAN;391
TIAN CHUAN;391
FRIGERIO MARCO;391
WATCHDATA SYSTEM CO LTD;391
WANG DEQING;391
SAKAMOTO AKIHIKO;391
CHENARD BERTRAND L;391
CHEN YUEFENG;391
LI MINGHONG;391
MOXTEK INC;391
NAKAZATO ATSURO;391
HAGIWARA MASAHIRO;391
YOON YOUNG MIN;391
MUELLER H;391
NAGABHUSHANAM KALYANAM;391
ZHANG MEIHONG;391
HOFFMANN ALEXANDER;391
BINCH HAYLEY;391
LIU YUXIA;391
SONG ZHIJUN;391
LYSENKO ZENON;391
PENG MING;391
WILSON RICHARD;391
OUYANG ZHANGPENG;391
ZHANG SUXIA;391
SAMES SA;391
LI HUIJIE;391
MELKENT ANTHONY J;391
SKECHERS USA INC II;391
SDS BIOTECH CORP;391
JSTI GROUP CO LTD;391
HWANG SEOK HWAN;391
CN ACAD FISHERY SCIENCES CAFS;391
GIEFER ANDREAS;391
LEE YONG HUN;391
HOBSON LTD H M;391
MIZUNO ATSUSHI;391
MASUDA MAKOTO;391
DENON LTD;391
SORRENTINO ALAN;391
ISHIKAWA TOMOAKI;391
YOKOTA YUJI;391
BAUKNECHT HAUSGERAETE;391
XYBERNAUT CORP;391
CHEN QINGSONG;391
TAKAHASHI HIDEJI;391
IKEA SUPPLY AG;391
STEELBERG CHAD;391
BRAUN MEDICAL INC;391
YU XIAOQIANG;391
ZHU YADONG;391
NISHIMURA MASATO;391
KURODA TADAHIRO;391
SHINKAWA OSAMU;391
XU XIAORONG;391
NGO MINH VAN;391
NISHIMURA NAOTO;391
SASSE KLAUS;391
LI LINTAO;391
NRI & NCC CO LTD;391
ZHAO ZIJIAN;391
MOROVIC PETER;391
ABE KAZUNORI;391
MILDNER UDO;391
SHI YULIN;391
LIU JIANGBO;391
ECKARDT AG J;391
LIU CHENXI;391
ONO TOMOHITO;391
FUJISHIRO TAKESHI;391
FEDERAL NOE G BJUDZHETNOE OBRAZOVATEL NOE UCHREZHDENIE VYSSHEGO PROFESSIONAL NOGO OBRAZOVANIJA SAMAR;391
BAI KUN;391
ZHANG AIMING;391
LEI FANG;391
SHIBAMOTO YOSHITAKA;391
MCCUNE MICHAEL E;391
WU ZHIQING;391
VNI BIOTEKH INST;391
GONG KE;391
OTA YOSUKE;391
VOGELSANG KLAUS;391
SANTANGELO FRANCESCO;391
HOFMANN HANS;391
WANG CHANGLI;391
ONO MINORU;391
WANG WENFEI;391
LI MAOLIN;391
HIGASHI MITSUTOSHI;391
HSIAO YU-CHUN;391
SHANG YANYAN;391
LIN JUAN;391
SANDER ULRICH;391
HIRAI YASUYUKI;391
LUO HAIBIN;391
MATSUURA MASAHIKO;391
YU YANPING;391
SHEN GUOLIANG;391
ANRITSU SANKI SYS CO LTD;391
ZHENG YONGPING;391
NEURIM PHARMA 1991;391
WANG TIANXIANG;391
INNOCENTI SANTEUSTACCHIO SPA;391
TAKASE HIROAKI;391
COFFMAN PATRICK L;391
ELMORE STEVEN W;391
KONRADI ANDREI W;391
ETS CLAUDE PAZ & SILVA;391
HITACHI GLOBAL LIFE SOLUTIONS INC;391
SASAKI KUNIO;391
MUTO HIROSHI;391
ASYST TECHNOLOGIES;391
CHEN YINGCHUN;391
KAGEYAMA HIDEHEI;391
TARANTA CLAUDE;391
NEGISHI NOBUYASU;391
CHEN BOLIN;391
MORIMOTO YASUSHI;391
PENG YONGQIANG;391
TABATA YASUHIKO;391
UNIV MINGHSIN SCI & TECH;391
KUBO HIDEKI;391
KAMEHARA NOBUO;391
SAWAI KIYOSHI;391
TAKENAKA SHIGEO;391
VENDEVILLE SANDRINE MARIE HELENE;391
INPUT OUTPUT INC;391
TEL SAGAMI LTD;391
FISCHER DAVID;391
TANAKA SHINSAKU;391
CHEJU NAT UNIV IND ACAD COOP;391
ANYCHECK INFORMATION TECH CO LTD;390
BRUECKNER APPARATEBAU GMBH;390
SHINOHARA TOSHIAKI;390
LIU SHENGLIN;390
YI ZHOU;390
TECHINT SPA;390
SAITO KAZUYOSHI;390
JUNG HYEJUNG;390
FORGROVE MACH;390
WEISSMAN IRVING L;390
TAIYUAN IRON & STEEL GROUP CO;390
PLEE DOMINIQUE;390
EJIMA SATOSHI;390
MURATA KATSUTAKA;390
DENG XU;390
PANG YAN;390
SCHEIDEL JENS;390
LIM DONGGUK;390
NAGAI MASAYA;390
HSU KEN Y;390
MERIDIAN MEDICAL TECHNOLOGIES;390
QIN XUE;390
HIRAI YOSHIHIKO;390
INOUE YASUHIRO;390
MAYER STEVEN T;390
OH DONG HYUN;390
REN PENGFEI;390
NAKAMURA KOSUKE;390
VOIT GUIDO;390
TORAY BATTERY SEPARATOR FILM;390
CHENG SENG H;390
ITO TAKAHIKO;390
MUNI KETAN P;390
WARTH VIKTOR;390
MIKAMI SATOSHI;390
NABEYA OSAMU;390
THONNARD JOELLE;390
PANG JIYONG;390
VEBER DANIEL F;390
HUANG SHIWEI;390
LI YUJIANG;390
MATTNER FRANK;390
MASUDA NAOKI;390
YAMAKI TAKEYUKI;390
FAN WEIDONG;390
WIRTH CO KG MASCH BOHR;390
MORRIS JOHN;390
SINGH DAMANJIT;390
ZHU HONGFEI;390
DU ZHIMIN;390
WEISS ROBERT;390
SECOH GIKEN KK;390
FUKUMOTO TAKASHI;390
NAGATA MINORU;390
SCHMITZ CHRISTIAN;390
MORIMOTO KOJI;390
WANG YUXING;390
CAHOON REBECCA E;390
QIU QI;390
WANG DECAI;390
ONO MANABU;390
UENO HIROYUKI;390
KUNSHAN THETA MICRO CO LTD;390
HOU XINGZHE;390
AIKAWA TEKKO;390
POPOV VIKTOR I;390
ZHAI YUJIA;390
ICHINOSE TOSHIMITSU;390
KOMATSU SATOSHI;390
INOUE SHINTARO;390
CLAAS SELBSTFAHRENDE ERNTEMASCHINEN GMBH;390
LIU FUMING;390
TAO RUI;390
NISHI TETSUYA;390
OTSUKA YASUMASA;390
SMITH KENNETH;390
YAMAMOTO JUNKO;390
MUELLER ANJA;390
FITEL USA CORP;390
SCHULZ TORSTEN;390
SAKAKIBARA YASUYUKI;390
KUMAR RAVI;390
DU JINFA;390
AKTSIONERNOE OBSHCHESTVO AVTOV;390
IWK VERPACKUNGSTECHNIK GMBH;390
ZHANG QIUHONG;390
TAKAGI TOSHIHIRO;390
LIU CHIEN-HUNG;390
GUAN HUI;390
FIRST CONSTRUCTION CO LTD CHINA CONSTRUCTION 8TH ENG BUREAU;390
HOU QIANG;390
NAKAYAMA YUTAKA;390
LIAOCHENG POWER SUPPLY CO OF STATE GRID SHANDONG ELECTRIC POWER CO;390
LIN HAILONG;390
BEIJING FEITIAN TECHNOLOGIES;390
NO 55 INST CN ELECT SCI & TECH;390
MINENO MASAFUMI;390
WANG YANGUO;390
FLANAGAN MARK EDWARD;390
SANWALD ERICH;390
YOSHIOKA HIROKI;390
TAKADA KAZUO;390
ONO TAKAO;390
SONG WEN;390
ICHIA TECH INC;390
KAWAMURA TERUO;390
FINNOEN BENGT RICKARD;390
REN SHIJIE;390
LI YUXING;390
SEKIYA TAKASHI;390
NAKAGAWA YOICHI;390
MUTO KIYOSHI;390
YU CHUNJIANG;390
ZUMTOBEL STAFF GMBH;390
LU JIRONG;390
BOSCH ROBERT CORP;390
THOMAS JOHN E;390
WANG GUANGQUAN;390
YU JIANLIN;390
JOA CURT G INC;390
KIM JIN WUK;390
YU MINGYANG;390
DAIMAN KK;390
TSUBONE TSUNEHIKO;390
LIU LIANJUN;390
SUGIURA YOSHINORI;390
NIHEI RYO;390
RADI MEDICAL SYSTEMS;390
WILSON WILLIAM;390
PARK JIN-HO;390
ZHAO PINGBAO;390
NOVOGEN RES PTY LTD;390
LEDVANCE GMBH;390
MATSUDA TOSHIHIKO;390
ZHENG ZHEN;390
NAKANO YUKIO;390
SANNER AXEL DR;390
AVANIR PHARMACEUTICALS;390
YAN ZHIQING;390
KAMEDA KATSUMI;390
WANG ZHIBING;390
ZHAO YUEYING;390
STEWARD LANCE E;390
ZAIZEN KATSUNORI;390
TIEN HSIN INDUSTRIES CO LTD;390
XIE CHANGSHENG;390
SWISZCZ PAUL G;390
KIM KI YONG;390
GE YU;390
MA LIQIANG;390
KUSABA TAKASHI;390
NONAKA MASAYUKI;390
FEDERAL NOE G UCHREZHDENIE ROS;390
LEE JONG CHEOL;390
ZHENG WEIJUN;390
ALEXANDER PAUL W;390
TAZAKI HIROSHI;390
CHEN JINGSHENG;390
CHEN XIANGJUN;390
BERG ARNE;390
CHEN LULU;390
SUGIMOTO TATSUYA;390
LUCKY CO LTD;390
TAKAI YASUSHI;390
LEWIS LARRY NEIL;390
SHU RONG;390
DNP FINE CHEMICALS CO LTD;390
LEE WILSON;390
LIANG JIANFENG;390
WANG JIANKANG;390
QIN KUN;390
LUO HAIFENG;390
BAASCH DETLEF;390
WANG WENJIANG;390
WONDERLAND NURSERYGOODS HK CO;390
WEI HONGLIANG;390
LEIBLER LUDWIK;390
YOSHIOKA TORU;390
HOERMANN THOMAS J;390
JONES STEPHEN;390
SONG ZHENG;390
TOOHER J PATRICK;390
TOMINAGA OIL PUMP;390
LEE JAE EUN;390
GUO WENZHONG;390
MATSUDA JUN;390
LI YANRU;390
BOISE CASCADE CORP;390
MEIER WERNER;390
LI XUEPENG;390
LIU JINRONG;390
WANG JIAXI;390
BEIJING GUANGNIAN WUXIAN SCIENCE & TECH CO LTD;390
HUA CHAO;390
LI JINGMING;390
SUZUKI MASANOBU;390
MATSUZAKI AKIHIRO;390
LIU PEIJIAN;390
YAMASHITA KAZUHIKO;390
TERADA TOSHIYUKI;390
DRMANAC RADOJE T;389
ERU JII SEMIKON CO LTD;389
SENUMA TAKEHIDE;389
ZHANG GUIMING;389
SHI LINGYUN;389
UGAJI MASAYA;389
MORIMOTO MASAYUKI;389
ZHANG SHAOYONG;389
POWERWAVE TECHNOLOGIES INC;389
KOREA NATIONAL UNIV OF TRANSPORTATION INDUSTRY ACADEMIC COOPERATION FOUNDATION;389
SU CHENG;389
BACON ELIZABETH M;389
COVEZZI MASSIMO;389
FANG JINGFANG;389
LARSEN BJARNE DUE;389
SCHMITT KLAUS;389
TIAN JIANG;389
DING QUN;389
NIPPON GASKET KK;389
FISCHER HARALD;389
TAKAYANAGI HIROSHI;389
GUPTA MANJU;389
DE LAMBERTERIE ANTOINE;389
OKADA KEISUKE;389
FISCHELL TIM A;389
GENEASYS PTY LTD;389
STRITZL KARL;389
HARBIN VOCATIONAL & TECHNICAL COLLEGE;389
MANSEI KOGYO KK;389
UNIV DUBLIN CITY;389
ZHENGZHOU DANDIAN TECH SOFTWARE CO LTD;389
ZHU CHUNHUA;389
GREB PETER;389
CHEN RONGRONG;389
TANG JIANBO;389
HEILONGJIANG POLYTECHNIC;389
XU SHIJUN;389
CHEN YUTONG;389
LI TIANCHI;389
GU HUI;389
KITAGAWA TAKASHI;389
DURUZ JEAN-JACQUES;389
FERRARI PAOLO;389
YANG SHUYUAN;389
FUJIWARA YOSHIHIRO;389
ZHENG WENJIE;389
LILLELUND STIG;389
WIREMOLD CO;389
VOGES FRANK;389
HENDRIX MARTIN;389
MU WEI;389
BEWLAY BERNARD PATRICK;389
VESUVIUS FRANCE SA;389
TAIRA SHIGEHARU;389
GAO YUXIN;389
LIN QINGHUI;389
STARK JACOBUS;389
LIU XINGUO;389
ZHANG XUPING;389
HIROSE SATOSHI;389
NSU MOTORENWERKE AG;389
ZHANG QINGLIANG;389
LEE YOUNG HWAN;389
ZENG LUTIAN;389
MIYAGAWA HIROSHI;389
SHEN ZHONGHUA;389
METZELER AUTOMOTIVE PROFILE;389
GEWERK KERAMCHEMIE;389
WEI XIAOMING;389
KEPCO KDN CO LTD;389
PARRAMON JORDI;389
VSL INT AG;389
LUCAS MATTHEW C;389
UNIV TOYAMA;389
UMEDA YASUSHI;389
PI BO;389
TAKAYAMA HITOSHI;389
BAUERFEIND AG;389
CARBIDE & CARBON CHEM LTD;389
ZHANG GUIQING;389
ISHIZAKI AKIRA;389
SOMFAI EVA;389
ANDERSON RICHARD;389
HSU SHOU-KUO;389
KIKUTANI FUMITAKA;389
WANG MO;389
BEIJING GUODIANTONG NETWORK TECHNOLOGY CO LTD;389
KOYANAGI TORU;389
METAL CLOSURES LTD;389
STOLLE CORP;389
FUKUDA YUJI;389
XU XINYI;389
WANG CHIA-WEI;389
LIU SHENGJIE;389
ZHAO LIMEI;389
XU HAIYING;389
INOUE RYUICHI;389
DIPHARMA FRANCIS SRL;389
HAO JIANHUA;389
WRIGHT DAVID;389
ITAKURA TAKAYUKI;389
OKADA HIROKAZU;389
ABILITY ENTPR CO LTD;389
MEYER WOLFGANG;389
MAIER GERHARD;389
MURRAY JAMES BROOKE;389
WANG XIUQIN;389
STUFFEL ANDREAS;389
SASADA YASUYUKI;389
KIM SEUNG CHAN;389
SWARTZ JEROME;389
CHEN JIANGPING;389
KUWABARA HIDEKI;389
PRIBANIC RUSSELL;389
FINDLAY HELEN P;389
OSAWA SHIGERU;389
CHAKRABORTY KAUSHIK;389
MAKINO MASAOMI;389
CORONEL PHILIPPE;389
GUO XUEFENG;389
KURAHASHI YOSHIO;389
EIDENSCHINK TRACEE;389
ANTICANCER INC;389
UNIV OSAKA RES FOUND;389
ZHANG CHUNYING;389
LEE SANG KEUN;389
GARTSTEIN VLADIMIR;389
VS BANSKA TECHNICKA UNIVERZITA OSTRAVA;389
YAN ZHONG;389
IKEMOTO ISAO;389
SAKAI KATSUHIRO;389
FELLOWES INC;389
LI DEGANG;389
KUSUNOKI TOSHIAKI;389
WANG XIANYU;389
ZHANG ZHAOMING;389
WKI HOLDING CO INC;389
WU ZHONGLIN;389
SATO NOBUYOSHI;389
GLOBAL NUCLEAR FUEL AMERICAS;389
TAKAHASHI Y;389
ONISHI KEIJI;389
SHIMANO TAKESHI;389
OKUBO KAZUO;389
SHERWOOD STEVEN;389
TESCHENDORF HANS-JUERGEN;389
YU QIGANG;389
YOU BO;389
LI ZHENBO;389
SHIMURA KAZUO;389
GROSS GERHARD;389
TAMURA YOSHIO;389
QIU WEIDONG;389
TOSHIMA TAKAYUKI;389
XU HAIXIA;389
ZHANG SHENGLIN;389
LUAN BO;389
TANAKA KAYOKO;389
LISHUI POWER SUPPLY CO OF STATE GRID ZHEJIANG ELECTRIC POWER CO;389
KLEIN WOLFGANG;389
TIAN WEIDONG;389
ZHAO SHUO;389
COTARCA LIVIUS;389
NAKAGAWA TETSUO;389
ARAI TSUTOMU;389
NAGASE HISAYOSHI;389
ANHUI HUAIHUA CHEMICAL GROUP;389
GAO WEIMIN;389
FUKUI NORIYUKI;389
MORIMURA YASUHIRO;389
MITSUOKA YASUYUKI;389
KAWAI TOMOJI;389
LIU JIANBING;389
WALLENTIN PONTUS;389
NAGASAKA HIDEO;389
YANG SEUNG HO;389
LI SHENGBIN;389
PROBI AB;389
SHINOHARA KENJI;389
STANFORD RESEARCH INST;389
LIU CHANGSONG;389
LIN GUANGRONG;389
SHENZHEN EXCELSECU DATA TECH;389
KAMIJO KOICHI;389
LINKER KARL-HEINZ;389
DIETRICH RANGO;389
CHOI MIN HO;389
WANG DINGXING;389
YANG JINGBO;389
HACKETHAL DRAHT & KABELWERK AG;389
BEIJING MICROELECTRONIC TECHNOLOGY INST;388
HINES LETHA MARGIE;388
SIECOR CORP;388
HUANG ZHIXIANG;388
HALL JAMES E;388
INT TOBACCO MACHINERY POLAND SP ZOO;388
KUBOTA YUTAKA;388
WU HONGXIA;388
KRIKSUNOV LEO B;388
KITAMURA HIDEO;388
ZHAO YUNFEI;388
TAKADA TOSHIO;388
ZHU YUJIE;388
ZHOU CHANGSHENG;388
PAROC OY AB;388
IND ACADEMIC COOP;388
4TH CO CHINA 8TH ENG BUREAU LTD;388
JIA JIAN;388
TAYLOR WILLIAM P;388
ZHENG KANG;388
HASHIMOTO TOSHIKAZU;388
LEE TAE-JIN;388
PRELLE KATJA;388
YAMASHITA MIKIO;388
GERLACH KARL;388
SHI FAN;388
YU HONGYANG;388
HOSODA KOJI;388
AOKI HIDEKI;388
PERNI ROBERT B;388
SHIODA HIROSHI;388
FU TING;388
TABATA OSAMU;388
NAT INST HEALTH;388
LIU JIAPENG;388
YASUDA SATOSHI;388
SUN LINLIN;388
HE HAILONG;388
OKAMURA TAKESHI;388
OHNUMA HIDETO;388
NAGANO KEIKI CO LTD;388
GOTO YASUO;388
ENERDAY GMBH;388
KANIKANTI VENKATA-RANGARAO;388
HU WENHUI;388
BEIJING AEROSPACE AUTOMATIC CONTROL RES INST;388
WATANABE YUKIHIKO;388
TADA KOJI;388
FRANK KURT;388
LEE SANG HYUK;388
LEE PETER;388
GRAHAM KEITH;388
DOI ATSUSHI;388
HELAL CHRISTOPHER JOHN;388
WAKO KK;388
MIZUSHIMA YOSHIHIKO;388
SAKAI EIICHI;388
YAMAZAKI AKIO;388
HEIMANN GMBH;388
OLSON KURT G;388
LIU JINGQUAN;388
ABBVIE BIOTHERAPEUTICS INC;388
HIROSE KENICHI;388
LI HONGCHANG;388
HUANG ZHIHAO;388
HATANO MUTSUKO;388
KUROSAKI MASAO;388
HWANG IN HO;388
NABI NURAN;388
HWANG WOONHEE;388
MATSUURA KENJI;388
SATO YOJI;388
MATSUO HITOSHI;388
INEOS MFG BELGIUM NV;388
BUTAMAX TM ADVANCED BIOFUELS;388
OAK INDUSTRIES INC;388
LOS ANGELES BIOMED RES INST;388
MIYATA TAKEO;388
YAMAZAKI YASUYUKI;388
WU YAMING;388
ZHANG YOUZHI;388
ZHAO YONGTAO;388
BRAUNSCHWEIGISCHE MASCH BAU;388
MIZUSAKI MASANOBU;388
PUTZMEISTER ENGINEERING GMBH;388
LI GUOCHAO;388
MAYER SIEGFRIED;388
KURODA ATSUSHI;388
DUAN SHULIN;388
KAIDA HIROAKI;388
FROST JONATHAN;388
KOMIYA SHOICHIRO;388
ZOU JIN;388
WAN HUA;388
MITADERA JUN;388
OTA YASUHIRO;388
HASHIMOTO YASUYUKI;388
TAO ZHI;388
WEBER WALTER;388
LI YUJIN;388
PARK SUNGJUN;388
LI JUNXIA;388
ZHANG QINGBIN;388
GOLETZ STEFFEN;388
FALLIN T WADE;388
NILSSON BO;388
SWIFT GRAHAM;388
WANG JIALE;388
ISHIKAWA MASANORI;388
KANEKO YASUNORI;388
MCCORMICK KEVIN D;388
GUANGZHOU YAJIANG OPTOELECTRONIC EQUIPMENT CO LTD;388
OKAMOTO MANABU;388
YU ZHIFENG;388
WANG JINHONG;388
MIZUKAMI FUJIO;388
XIA LING;388
TAKAGI MASAHIKO;388
WU WEIZHONG;388
UCHIDA YUJI;388
SUZUKI YUKIE;388
WANG ZEFENG;388
LIU ZHIYI;388
IINO AKIHIRO;388
CHEN YAFEI;388
ANGEL MAXIMILIAN;388
IZUMI JUN;388
WEI LAN;388
OKAMOTO ISAO;388
LEE JUHO;388
YAMANAKA KAZUHIRO;388
DONG JIN;388
WU THOMAS D;388
XU YULIANG;388
GOTO MASATAKA;388
DUEMMEN GROUP BV;388
ZHANG JINGCHAO;388
MERRY BRIAN D;388
KIM JIN HYUNG;388
HUNAN UNIV OF SCIENCE AND ENGINEERING;388
KATO HISAYOSHI;388
UEHARA KEIICHI;388
LI WENJIN;388
KIM DAE YEON;388
PACIFIC SCIENTIFIC CO;388
TAKAHASHI KENICHIRO;388
CHEN XIANGFENG;388
ISHIKAWA TOMOTAKA;388
UNITED BIOMEDICAL INC;388
YANG RAN;388
KIM TAE HEON;388
ADC AUTOMOTIVE DIST CONTROL;388
HE JIANFEI;388
HORVATH CHRISTOPHER;388
FORD;388
HOLM PER;388
LI ZHILI;388
MATTEI RICCARDO;388
KADOWAKI HIDEJIRO;388
MORAVCSIK IMRE;388
LI JUNNAN;388
LU FUPING;388
RAJI REDDY RAPOLU;388
UCHIDA AKIYOSHI;388
KELLER THOMAS;388
HARADA TOSHIAKI;388
IWASAKI SATOSHI;388
YAMAMOTO NORIHIRO;388
YASHIMA YOSHIYUKI;388
CHERIF-CHEIKH ROLAND;388
NISHIJIMA TOYOKI;388
UNIV SHAANXI CHINESE MEDICINE;388
WANG FULIN;388
KLESS ACHIM;388
IWATA YUJI;388
ADIDAS INT MARKETING BV;388
XU CHANGSHENG;388
JINING POWER SUPPLY CO OF STATE GRID SHANDONG ELECTRIC POWER CO;388
SMITH STEVEN DARYL;388
HAN XIAOGANG;388
MEYBECK ALAIN;388
LEE WON IL;388
OIKAWA MASAHARU;388
WANG YUNHUI;388
ZHU XIPENG;388
LEE KWANG JAE;388
LI XIAOYUAN;388
YUNNAN TOBACCO SCI RES INST;388
CHEN XUFENG;388
ASPLUND GUNNAR;388
NUMAMOTO HIRONAO;388
GIRON FRANCK;388
ISHII HIDEKI;388
LIU MINGQING;388
XIE SHAORONG;388
LIN LILI;388
SEGAWA HIROSHI;388
CHEN XINJIAN;388
SUGIURA KOJI;388
LIU XIU;388
ONOE SEIZO;388
WAN YUPING;388
GONG ZHEN;387
ZHOU YIMIN;387
KAGAWA KENKICHI;387
MAGENWIRTH GMBH & CO KG GUSTAV;387
YANG XINYING;387
ANHUI MEIZHI COMPRESSOR CO LTD;387
HORI YOSHIKAZU;387
AKAMA TSUTOMU;387
YANG SHIJIE;387
CHEN JUNMIN;387
BI BO;387
ZHANG GAO;387
UNIVERSAL INSTRUMENTS CORP;387
MATSUO TADASHI;387
LOEPFE AG GEB;387
ANDERSSON KENNETH;387
BARRIERE JEAN-CLAUDE;387
LIANG XIAOBING;387
ZHU JIANHUI;387
DIEFFENBACHER GMBH & CO KG;387
